id,rating
311,5.5
312,5.2
313,6.1
314,7.7
315,5.8
316,6.7
317,6.3
318,8.9
319,7.5
320,6.5
321,7.5
322,7.4
131389,6.8
324,7.4
325,5.3
326,8.2
327,5.6
328,6.3
329,6.7
330,5.6
331,6.6
332,5.6
333,6.7
334,7.6
335,6.5
336,5.7
337,7.5
338,6.0
339,7.0
340,6.7
341,7.2
342,7.0
343,5.3
344,6.0
345,7.2
346,6.9
347,6.9
348,7.4
349,7.3
350,6.9
351,6.6
352,6.5
353,7.0
354,6.3
355,4.8
356,8.1
357,7.3
358,6.5
359,6.6
360,5.5
361,6.7
362,6.7
363,8.0
364,7.6
365,6.3
366,5.9
367,6.4
368,6.8
369,6.6
370,5.9
371,6.5
372,6.5
373,7.5
374,4.9
131444,7.1
376,6.6
377,7.0
378,6.3
379,5.4
380,7.0
381,6.8
382,6.1
383,6.4
384,6.0
131451,6.4
386,5.6
387,5.3
388,7.1
131453,5.6
390,6.8
391,6.3
392,6.6
393,3.8
131464,6.0
394,6.7
131466,6.0
397,4.4
398,6.7
395,5.7
131472,3.0
399,4.6
400,5.1
401,6.1
404,6.6
405,4.9
131478,4.5
407,6.4
408,6.5
409,6.1
410,6.0
411,5.6
412,7.1
413,5.6
414,5.2
415,5.6
416,5.4
417,7.0
418,5.4
419,5.0
420,5.5
421,6.6
422,6.5
423,6.0
424,5.4
425,6.9
426,6.2
427,5.1
428,7.6
429,4.7
430,4.6
431,7.4
432,5.4
433,5.8
434,6.1
435,5.1
436,5.2
437,5.2
438,5.4
439,5.3
440,7.2
441,7.4
442,6.1
443,6.7
444,4.9
445,5.8
446,7.8
447,5.0
448,7.1
449,6.9
450,6.7
451,6.1
452,7.1
453,6.2
454,7.0
455,5.2
456,7.7
457,8.0
458,6.3
459,5.6
460,4.9
461,6.7
462,5.2
463,5.6
464,5.8
465,6.5
466,5.8
467,6.9
468,6.6
469,6.6
470,4.3
471,7.3
472,5.8
473,4.7
474,7.4
475,7.8
476,6.0
477,7.1
478,4.9
479,5.8
480,7.3
481,6.7
482,6.9
483,7.5
484,5.6
485,5.6
486,5.4
487,5.2
488,6.8
489,5.5
490,6.7
491,6.8
492,7.3
493,7.2
494,6.7
495,6.9
496,6.6
497,7.7
98,5.3
499,5.5
500,6.8
501,7.7
502,4.6
503,6.2
504,6.0
505,5.0
506,7.0
507,7.0
508,7.6
509,7.4
510,5.5
511,6.3
512,5.8
131578,5.0
514,6.9
515,7.8
516,6.2
517,6.3
518,5.4
519,4.5
520,6.1
521,6.6
522,7.1
523,7.3
524,7.0
525,6.8
526,6.3
527,8.5
528,5.6
529,7.7
530,6.1
531,7.0
532,6.1
533,5.9
534,7.8
535,7.5
536,6.5
537,6.3
538,7.4
539,7.0
540,5.4
541,8.2
542,5.7
543,6.4
544,5.9
545,5.4
546,4.2
547,5.6
548,5.8
549,7.8
550,6.2
551,7.5
552,6.4
553,7.4
554,6.2
555,7.6
556,7.9
131622,7.1
558,5.6
559,5.7
560,6.0
561,6.9
562,7.5
563,6.9
564,4.7
565,6.4
566,5.6
567,6.7
568,7.1
569,5.9
570,6.9
571,7.2
572,5.3
573,6.9
574,6.6
575,6.1
576,5.0
577,5.6
131648,6.5
579,6.0
580,6.1
581,8.0
582,6.7
583,7.1
131656,7.0
585,5.2
586,6.2
587,6.9
588,7.4
589,7.9
590,7.5
131660,5.6
592,6.8
593,8.3
594,7.2
595,7.4
596,6.9
597,6.9
598,7.2
599,8.0
600,6.0
601,6.8
602,8.0
603,5.9
604,5.3
605,6.6
606,5.2
607,5.6
608,8.2
609,6.1
610,6.7
611,5.1
612,5.5
613,7.3
614,6.2
615,7.7
616,6.7
617,7.2
618,5.5
619,5.2
131686,5.0
621,7.2
620,6.6
623,6.5
624,5.2
625,6.5
626,5.8
627,7.1
628,7.5
629,6.3
630,6.7
631,5.5
632,7.9
633,6.8
634,4.6
635,7.3
636,5.9
637,5.7
638,6.6
639,5.9
640,6.0
641,4.9
131714,6.3
642,3.6
644,5.0
645,7.3
643,4.8
647,7.1
648,6.8
649,7.5
650,6.9
651,5.0
131724,8.2
653,6.4
652,6.0
655,4.6
656,5.8
654,5.9
658,6.1
659,7.4
660,6.0
661,6.6
662,6.5
663,6.7
664,6.1
665,7.9
666,6.9
667,5.1
668,8.2
131739,6.5
670,8.2
671,7.3
672,4.9
673,5.5
674,6.0
675,4.6
676,5.0
131749,7.5
678,8.1
131751,6.9
680,7.1
681,7.2
682,6.4
683,5.3
679,6.7
685,7.0
684,5.0
687,6.0
688,5.2
131753,4.0
690,6.7
691,6.1
692,4.7
693,6.1
694,6.0
695,6.4
696,6.3
697,5.6
698,5.7
699,4.5
700,6.5
701,6.4
702,7.5
703,5.8
704,5.7
705,7.0
706,6.3
707,6.2
708,6.8
709,6.6
710,5.5
711,5.3
712,7.0
713,6.9
714,7.8
715,7.1
716,5.9
717,6.4
718,6.9
719,5.9
720,8.1
721,6.0
722,7.2
723,6.6
724,6.1
725,5.6
726,6.3
131796,7.3
728,7.6
727,6.3
730,6.1
731,5.9
732,5.6
733,7.4
734,5.3
735,7.0
736,6.4
737,4.2
729,6.8
738,6.0
739,3.9
741,7.9
742,5.5
743,5.5
744,5.8
745,8.2
746,7.5
747,4.7
748,6.3
749,5.4
750,8.4
751,6.9
131820,4.8
753,6.6
754,5.9
755,6.8
756,6.3
752,5.8
131830,6.9
759,7.7
760,7.3
761,5.6
762,4.8
757,7.2
764,6.7
765,6.1
766,6.9
767,7.1
763,6.2
769,7.2
131842,5.7
771,6.8
768,6.0
770,5.5
772,5.7
775,5.9
776,5.7
777,5.8
778,8.0
779,5.7
780,6.8
781,6.9
782,5.8
783,6.5
784,5.4
785,6.6
786,6.3
131850,5.5
788,5.7
787,7.4
790,7.0
791,7.2
792,6.0
793,6.5
794,6.7
795,6.4
796,5.9
797,6.8
798,5.7
799,6.7
800,8.1
801,6.1
802,6.9
803,7.1
804,6.2
805,7.4
806,6.3
807,6.6
808,6.4
809,5.7
810,3.7
131880,5.3
812,5.0
813,5.5
814,6.2
815,4.3
816,6.5
131884,6.0
818,5.2
819,6.7
820,5.7
821,6.0
822,6.3
823,6.7
824,7.6
825,5.3
826,4.3
827,6.2
828,6.3
829,5.4
830,6.2
831,7.0
832,6.9
833,5.4
834,5.2
835,6.4
836,5.8
837,6.9
838,7.5
839,5.6
840,5.4
841,7.4
842,5.5
167,6.4
844,7.5
845,6.7
846,7.0
847,5.8
848,7.3
849,5.5
850,7.1
851,7.0
852,6.4
131920,7.0
854,7.4
853,6.6
855,5.6
857,6.7
858,8.7
131930,5.0
860,7.1
861,6.9
862,7.2
856,6.7
864,6.5
865,6.6
866,7.4
867,4.8
868,6.3
869,6.2
870,4.5
871,6.4
872,7.0
873,6.0
874,6.1
875,6.9
876,5.4
877,6.3
878,5.6
879,5.6
880,5.0
881,5.7
882,6.0
131950,5.0
884,6.6
885,5.3
886,6.1
887,5.9
888,4.6
889,6.7
890,6.3
891,5.2
892,7.5
893,7.3
131964,7.3
895,6.0
896,7.4
897,7.3
898,8.2
899,8.1
900,7.6
901,7.2
902,7.6
903,8.2
904,8.5
905,8.3
906,8.1
907,7.8
908,8.4
909,8.0
910,8.1
911,8.1
912,8.4
913,8.3
914,7.7
915,7.7
916,8.1
917,7.2
918,7.5
919,7.9
920,7.6
921,7.6
922,8.4
923,8.2
924,7.9
925,7.0
926,8.3
927,7.9
928,8.1
929,7.7
930,8.3
931,7.8
932,7.6
933,8.0
934,6.9
132002,5.7
936,8.0
937,7.3
938,7.2
935,7.5
940,7.7
941,7.1
942,8.1
943,7.6
944,7.6
945,8.1
946,7.9
947,8.1
948,7.5
949,7.8
950,8.3
951,8.2
952,7.0
953,8.0
954,8.0
955,8.1
956,7.0
957,6.5
958,6.2
959,7.4
960,7.0
961,6.8
962,6.8
963,7.1
964,6.8
965,8.0
966,6.9
967,5.5
968,7.2
969,8.1
970,7.0
971,7.9
972,6.3
973,7.7
132046,6.4
974,6.8
976,7.0
977,4.3
975,5.9
979,6.3
980,6.2
981,5.3
982,7.3
983,5.4
984,5.4
985,6.8
986,7.0
987,6.4
988,6.7
989,6.9
990,5.5
991,7.1
992,5.5
132056,6.0
994,8.0
993,7.0
996,6.0
997,7.1
998,6.4
999,6.6
1000,6.2
1001,5.7
132074,7.0
1003,6.3
1004,5.4
1005,5.0
1006,6.5
1007,5.9
1008,6.6
1009,6.3
1010,6.1
1011,5.5
1012,7.1
1013,6.8
1014,6.7
1015,6.5
1016,6.3
1017,7.0
1018,6.1
1019,7.0
1020,6.5
1021,5.7
1022,7.1
1023,7.5
1024,6.3
1025,7.1
1026,6.4
1027,6.6
1028,7.4
1029,6.9
1030,6.2
1031,6.7
1032,7.2
1033,6.9
1034,7.1
1035,7.6
1036,7.9
1037,5.5
132106,5.8
1038,6.4
1040,6.8
1041,8.1
1042,6.9
1043,6.0
1044,6.7
1045,6.1
1046,7.9
1047,6.8
1039,6.1
1049,6.8
1050,7.5
1051,7.1
1052,6.8
1053,6.1
1054,7.0
1055,5.5
1056,6.9
1057,6.9
132128,7.0
1059,7.1
1060,7.7
1061,7.3
1058,6.6
1063,6.6
1064,6.2
132130,5.3
1066,7.9
1067,6.8
1068,7.3
1069,7.9
1070,6.2
132136,5.6
132144,6.7
1073,7.4
132146,5.9
1075,6.9
1076,7.7
1077,7.7
1078,7.4
1079,7.7
1080,8.0
1081,7.0
1082,7.3
1083,6.9
1084,7.7
1085,7.3
1086,8.0
1087,6.9
1088,6.5
1089,8.2
1090,7.8
1091,5.6
1092,6.7
1093,6.7
1094,7.3
1095,7.7
1096,7.8
1097,7.5
1098,6.1
1099,7.6
1100,5.7
1101,6.8
1102,5.2
1103,7.6
1104,7.9
1105,4.7
1106,5.5
1107,4.9
132178,5.9
1109,5.6
132182,6.9
1111,7.9
132184,8.0
1113,6.4
1112,6.8
1114,6.5
1116,6.7
1117,7.3
1110,5.3
1119,6.3
1120,7.1
1121,5.7
1122,5.3
1123,7.2
1124,7.4
1125,7.2
1126,5.4
1127,7.3
1128,6.1
1129,6.7
1130,6.4
1131,8.2
1132,8.1
1133,7.3
1134,6.3
1135,6.2
1136,8.3
1137,6.5
1138,6.8
1139,6.3
1140,7.2
132208,6.8
1142,6.1
1143,6.8
1144,7.4
1145,7.1
132210,6.6
1147,8.3
1148,8.3
1149,6.4
1150,7.8
1151,7.3
1152,6.9
1153,6.5
1154,6.7
132222,3.7
1156,6.6
1157,6.6
1158,5.8
1159,5.8
1160,6.3
1161,7.6
1162,7.6
1163,6.7
1164,6.8
132232,6.2
1166,6.7
1167,5.9
1168,5.0
1169,7.7
1170,4.1
1171,7.4
1172,8.2
1173,6.9
1174,6.3
1175,7.9
1176,7.8
1177,7.7
1178,8.4
1179,7.4
1180,7.6
1181,6.1
132249,4.0
1183,7.3
1184,7.5
1185,7.8
1186,7.0
1187,7.3
1188,7.6
1189,8.2
1190,7.0
1191,5.8
1192,7.8
1193,8.5
1194,6.9
132261,7.0
1196,8.3
1197,8.3
1198,8.3
1199,8.0
1200,8.0
1201,8.2
1202,7.7
1203,8.5
1204,8.2
132270,4.0
1206,8.0
1207,8.3
1208,8.2
1209,8.2
1210,8.0
1211,8.0
1212,8.4
1213,8.4
1214,8.1
1215,7.4
1216,7.7
1217,8.3
1218,8.1
1219,8.1
1220,7.6
1221,8.5
1222,8.1
1223,8.0
1224,8.2
1225,8.1
1226,7.8
1227,7.9
1228,8.1
132298,4.0
1230,8.1
1231,7.8
1232,8.1
1233,8.2
1234,8.3
1235,7.9
1236,8.1
1237,8.2
1238,7.9
132302,3.0
1240,7.8
1241,7.4
1242,7.9
1243,7.8
1244,8.1
1245,7.9
1246,7.8
1247,8.1
1248,8.3
1249,7.7
1250,8.2
1251,8.0
1252,8.3
1253,7.8
1254,8.3
1255,6.9
1256,8.2
1257,7.7
1258,8.0
1259,8.0
1260,8.3
1261,7.5
1262,8.2
1263,7.9
1264,8.0
1265,7.8
1266,8.0
1267,8.2
1268,7.0
1269,8.0
1270,7.8
1271,7.5
1272,8.0
1273,8.0
1274,7.8
1275,7.2
1276,8.2
1277,7.6
1278,7.9
1279,7.7
1280,8.2
1281,8.1
1282,7.4
1283,8.1
1284,8.3
1285,7.5
1286,7.1
1287,7.6
1288,8.0
1289,7.9
1290,7.1
1291,8.0
1292,7.9
1293,7.9
132358,6.8
1295,7.4
1296,7.8
1297,7.3
1298,7.4
1299,8.1
1300,8.0
1301,7.7
1302,7.2
1303,8.1
1304,8.1
1305,7.8
1306,7.2
1307,7.7
1308,5.4
132381,7.0
1310,7.1
1311,5.1
1312,7.1
1313,5.6
1309,6.4
1315,6.7
1316,6.8
1317,6.4
1318,6.7
1319,6.2
1320,6.2
1321,7.0
1322,3.5
1323,3.3
1324,3.6
1325,3.4
1326,4.0
1327,5.9
1328,3.7
1329,5.5
1330,5.7
1331,5.8
1332,6.0
1333,7.5
1334,6.2
1335,3.9
1336,4.6
1337,6.9
26316,5.8
1339,6.9
1340,7.5
1341,5.8
1342,5.9
1343,7.1
1344,7.6
1345,6.9
1346,6.0
1347,6.5
1348,7.7
1349,6.4
1350,7.1
1351,6.1
1352,6.0
1353,6.4
1354,7.7
1355,6.2
1356,7.3
1357,7.7
1358,8.0
1359,5.2
132424,7.2
1361,8.1
1360,6.5
1363,6.2
1364,7.0
1365,7.7
1366,6.8
1367,6.1
1368,6.6
1369,6.7
1370,6.9
1371,6.2
1372,6.6
1373,5.7
1374,7.4
1375,6.5
1376,6.9
1377,6.2
1378,6.5
1379,5.9
1380,6.6
1381,4.0
1382,5.5
1383,4.5
1384,7.1
1385,6.2
1386,5.3
1387,7.6
1388,5.2
1389,3.8
1390,6.5
1391,5.9
1392,7.2
1393,7.2
1394,7.7
1395,6.7
1396,7.3
1397,7.1
1398,6.3
1399,6.8
1400,6.8
1401,7.1
132474,5.2
132470,6.7
1404,6.5
1405,5.8
1406,7.2
1407,6.5
1408,7.4
1409,6.1
1410,6.0
1411,7.5
132480,7.2
1413,7.1
1414,6.8
1412,7.5
1416,6.3
1417,6.2
1415,7.1
1419,7.8
132492,7.9
1420,7.3
1422,6.2
1423,7.7
1421,6.1
1425,6.4
1426,5.2
1427,5.2
1428,6.9
1429,6.6
1430,6.4
1431,5.2
1432,5.7
1433,4.4
1434,6.1
1436,6.0
1437,7.3
1438,5.6
1439,4.7
1440,5.6
1441,7.1
1442,6.7
1443,6.3
1444,6.9
1445,4.7
1446,8.0
1447,6.6
1448,6.8
1449,7.8
1450,7.4
132520,4.8
132524,5.6
1453,4.9
1454,6.4
1455,6.2
1456,4.5
1457,6.2
1458,6.1
1459,6.7
1460,5.2
1461,5.6
1462,4.9
1463,6.2
1464,7.4
1465,7.0
1466,7.6
1467,5.5
1468,5.2
132539,6.3
1470,6.4
1471,6.8
1472,6.1
1473,5.8
1474,5.1
1475,6.2
1476,6.7
1477,6.7
132549,6.8
1479,6.3
1480,6.5
132547,7.4
1482,6.8
1483,6.2
1484,7.4
1485,6.4
1486,6.8
1487,6.3
1488,6.1
1489,6.0
1490,3.9
132555,7.8
132559,6.6
1493,6.8
135522,4.2
1495,2.8
1496,6.6
1497,4.6
1498,6.4
1499,4.2
1500,7.4
1501,5.1
1502,6.7
1503,5.2
1504,6.9
132569,6.2
132571,7.3
1507,6.8
1508,6.6
1509,6.9
1510,5.2
1511,7.0
132584,6.2
1513,5.9
1514,6.0
1515,5.4
1516,7.0
1517,6.8
1518,6.6
132590,6.8
1520,5.5
1519,6.6
1522,5.4
1523,5.7
1524,4.9
1525,4.9
1526,5.1
1527,7.5
1528,5.6
1529,6.7
132594,6.1
1531,6.6
1532,4.8
1533,7.5
1534,7.1
1535,7.1
132608,6.2
1537,7.7
1538,5.0
1539,6.2
132604,7.3
1541,6.2
1542,7.1
1543,6.1
1544,6.0
1545,7.7
1546,7.2
1547,6.4
132616,4.8
1549,6.0
1550,5.5
1551,5.1
1552,6.4
1553,6.4
1554,7.0
1555,7.0
1556,3.9
1557,6.3
132624,6.9
132630,6.6
132632,6.8
1561,5.8
1562,4.4
1563,6.7
1564,7.2
1565,5.7
1566,6.8
1567,5.8
132638,6.5
1569,6.5
1570,6.3
1571,7.3
1572,7.7
1573,6.7
1574,6.2
1575,7.0
132648,7.1
1577,7.1
1578,5.6
1579,6.4
1580,7.1
1581,5.5
1582,6.1
1583,5.4
1584,7.3
1585,6.7
1586,5.9
1587,6.4
1588,5.4
1589,6.5
1590,5.9
1591,5.3
1592,4.7
1593,5.8
1594,7.3
132660,7.0
1595,3.6
1597,6.7
1598,5.8
1599,3.3
1600,5.7
1596,6.9
1602,4.1
1603,5.6
1601,5.8
1605,5.2
1606,4.7
1604,5.9
1608,6.6
1609,6.1
1610,7.7
1611,6.8
1612,6.4
1613,6.3
1614,6.3
1615,7.0
1616,6.1
1617,8.1
132684,6.0
1619,6.9
1620,6.8
1621,6.5
1622,5.2
1623,5.1
1624,6.0
1625,7.7
1626,4.9
1627,6.3
1628,5.1
1629,6.5
1630,5.2
1631,6.9
1632,4.9
1633,7.3
132701,7.0
1635,7.5
1636,5.1
1639,7.2
1640,5.4
1641,7.4
1642,6.2
1643,7.7
1644,5.0
1645,7.0
1646,5.5
1647,5.5
1648,7.1
1649,7.7
1650,6.9
1651,6.1
1652,6.0
1653,7.6
1654,6.5
1655,5.2
1656,6.4
1657,6.8
1658,6.4
1659,6.1
1660,7.1
1661,6.2
1662,5.8
1663,7.3
1664,6.8
1665,5.7
1666,5.3
1667,5.7
1668,5.7
1669,6.9
1670,7.0
1671,6.3
1672,7.2
1673,7.4
1674,7.7
1675,6.4
1676,6.5
1677,5.2
1678,7.4
1679,3.8
1680,7.0
1681,4.2
1682,7.7
1683,7.4
1684,7.0
1685,5.9
1686,6.3
1687,6.4
1688,6.9
1689,6.5
1690,6.0
132758,7.2
1692,5.1
1693,7.2
1694,7.4
1695,7.0
1696,7.1
1697,4.8
1698,5.7
1699,7.2
132766,5.0
1701,6.9
1702,5.2
1703,5.5
1704,8.1
1705,4.7
1706,3.9
1707,3.8
1708,4.4
1709,5.5
1710,4.3
1711,6.5
132780,6.0
1713,5.8
1714,4.8
1715,5.1
1716,5.7
1717,5.5
1718,6.0
1719,8.0
1720,4.5
1721,6.8
1722,6.5
1723,5.5
132796,5.7
1725,7.0
1726,5.9
1727,6.3
1728,7.0
1729,7.4
1730,7.3
1731,3.8
1732,7.9
1733,6.6
1734,7.9
1735,6.5
132800,6.2
157359,5.5
1738,5.5
1739,3.2
1740,5.3
132806,8.0
1742,4.8
1743,6.8
1744,5.0
132816,5.0
1746,5.5
1747,7.0
1748,7.6
1749,6.2
1750,4.4
1752,5.5
1753,6.6
1754,7.0
1755,7.0
1756,5.4
1757,7.7
132824,4.0
1759,7.5
1760,3.6
132832,5.0
1762,5.5
132826,3.2
1764,5.3
1765,5.1
132836,6.0
1767,6.3
1768,6.8
1769,6.2
1770,5.7
1771,5.4
1772,5.2
1773,6.5
1774,4.8
132846,7.0
1776,4.4
1777,6.8
132844,7.3
1779,5.7
1780,6.5
1781,4.4
1782,6.0
1783,5.8
1784,7.6
1785,6.9
1787,6.2
1788,7.6
1789,5.4
132862,4.0
1791,5.8
1792,6.5
1793,5.4
1794,7.0
1795,6.2
1796,5.2
1797,7.8
1798,5.1
1799,7.1
132864,5.0
1801,6.2
132874,6.8
132872,5.0
1804,5.9
1805,6.4
1806,5.7
1807,6.3
132879,8.0
1809,7.9
1810,6.9
1811,6.4
1812,6.3
132883,7.5
1814,6.8
1815,5.9
1816,5.7
1817,5.6
132888,7.0
1819,6.7
1820,6.0
1821,6.3
1822,3.8
132894,6.7
1824,6.1
1825,5.4
1826,2.4
1827,7.5
132898,4.5
1829,6.2
1830,5.6
1831,5.2
1832,5.4
1833,6.1
1834,7.7
1835,6.6
1836,6.6
1837,5.4
132906,4.5
1839,4.6
1840,6.7
1841,5.9
1842,5.9
1843,4.9
1844,7.6
1845,7.4
1846,7.1
132910,4.6
1848,6.1
1849,4.7
1850,5.9
1851,5.8
1852,5.5
1853,3.9
1854,5.9
1855,4.6
1856,6.2
1857,5.9
1858,6.3
1859,7.3
1860,7.7
1861,6.3
1862,4.3
1863,4.5
1864,4.9
1865,6.9
1866,6.1
1867,4.3
132936,4.0
1869,4.7
1870,6.7
1871,6.7
1872,6.2
1873,7.4
1874,6.3
1875,6.7
1876,5.9
1877,5.4
1878,4.1
1879,7.0
132952,7.4
1881,5.7
1882,4.8
1883,6.7
1884,7.5
1885,7.2
1886,4.5
1887,5.2
1888,5.9
1889,7.1
132961,7.1
375,6.6
1892,6.8
1893,7.3
1894,5.7
1895,6.4
1896,6.2
1897,7.1
1898,6.4
1899,5.9
1900,8.0
1901,6.4
1902,6.5
1903,5.8
1904,7.1
1905,5.3
1906,6.2
1907,7.4
132979,6.0
1909,6.7
1910,6.9
1911,5.3
1912,7.3
1913,7.5
1914,7.6
1908,5.4
1916,7.3
1917,6.0
1918,6.3
1919,6.2
1920,5.6
1921,7.5
1922,6.5
1923,7.1
1924,5.2
1925,7.4
1926,6.3
1927,7.9
1928,6.1
1929,7.5
1930,5.8
1931,7.8
1932,6.7
1933,6.9
1934,7.9
1935,7.7
1936,7.5
1937,7.1
1938,7.7
1939,8.2
1940,7.5
1941,7.5
1942,7.8
1943,6.4
1944,7.9
1945,8.3
1946,7.8
1947,7.4
1948,7.5
1949,8.2
1950,8.1
1951,7.3
1952,7.9
1953,7.8
1954,7.5
1955,7.5
1956,7.8
1957,7.4
1958,7.3
1959,7.3
1960,7.7
1961,7.8
1962,7.4
1963,7.9
1964,7.6
1965,7.1
1966,7.6
1967,7.3
1968,7.7
1969,4.9
1970,5.4
1971,4.8
1972,4.5
1973,4.6
1974,5.8
1975,4.9
1976,4.4
1977,4.5
1978,4.1
1979,4.3
1980,4.0
1981,3.6
1982,7.1
1983,5.6
1984,3.9
1985,4.7
1986,4.4
1987,4.9
1988,4.2
1989,3.1
1990,2.9
1991,5.6
1992,4.5
1993,4.0
1994,7.0
1995,5.0
1996,4.1
1997,7.5
1998,3.9
1999,5.3
2000,7.4
2001,6.6
2002,6.4
2003,6.5
2004,5.5
2005,7.2
2006,6.6
2007,5.6
2008,5.2
2009,7.0
2010,7.9
2011,7.0
2012,6.6
2013,6.6
2014,6.1
2015,6.7
2016,5.2
2017,5.9
2018,7.0
2019,8.5
2020,7.7
2021,6.6
2022,7.3
2023,6.9
2024,6.6
2025,7.0
2026,5.3
2027,5.0
2028,8.1
2029,6.9
402,5.8
2031,5.2
2032,5.7
2033,6.4
2034,5.7
2035,6.3
2036,4.7
2037,6.6
2038,5.8
2030,5.6
2040,5.7
2041,5.4
2042,5.4
2043,6.6
406,6.2
2045,6.8
2046,6.8
2047,6.0
2048,6.9
2049,6.6
2050,5.0
2051,5.2
2052,6.1
2053,4.3
2054,5.4
2055,5.5
2056,6.7
2057,6.7
2058,7.2
2059,6.4
2060,6.1
2061,6.1
2062,6.2
2063,5.7
2064,7.7
2065,7.4
2066,8.2
2067,7.8
2068,7.9
2069,7.6
2070,7.9
2071,7.6
2072,6.2
2073,6.9
2074,7.0
2075,7.5
2076,7.7
2077,7.0
2078,7.3
2079,6.5
2080,7.1
2081,7.0
2082,5.8
2083,7.2
133155,5.8
2085,6.8
2084,6.4
2087,7.1
2088,5.1
2089,6.6
2090,6.9
2091,5.8
2092,5.1
2093,5.9
2094,6.1
2095,5.6
2096,7.1
2097,6.8
2098,5.7
2099,7.2
2100,6.4
133169,5.6
2102,6.9
2103,6.0
2104,6.5
2105,6.6
2106,6.7
2107,5.1
2108,7.2
2109,7.2
2110,6.6
2111,6.5
2112,6.8
2113,4.3
2114,7.2
2115,7.4
2116,6.5
2117,7.3
2118,7.3
2119,4.7
2120,5.9
2121,5.5
2122,5.3
2123,6.1
2124,6.4
2125,7.3
2126,5.6
2127,5.2
133195,6.1
2128,6.6
2130,7.6
2131,7.9
2132,8.1
2133,6.5
2134,6.6
2135,6.0
2136,5.6
2137,7.0
2138,7.4
2139,7.4
2140,7.1
